Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,1.0,0.9911,0.9955,225
Decision Trees (LightGBM),chemical,0.9956,0.9956,0.9956,225
Decision Trees (LightGBM),electric,1.0,0.9911,0.9955,225
Decision Trees (LightGBM),impulsive,0.9825,1.0,0.9912,225
Decision Trees (LightGBM),macro_avg,0.9945,0.9944,0.9945,900
Decision Trees (LightGBM),weighted_avg,0.9945,0.9944,0.9945,900
Decision Trees (LightGBM),t_no_thrust,223.0,0.0,0.0,2
Decision Trees (LightGBM),t_chemical,0.0,224.0,0.0,1
Decision Trees (LightGBM),t_electric,0.0,1.0,223.0,1
Decision Trees (LightGBM),t_impulsive,0.0,0.0,0.0,225
MiniRocket,no_thrust,1.0,1.0,1.0,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,1.0,1.0,1.0,900
MiniRocket,weighted_avg,1.0,1.0,1.0,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,1.0,1.0,1.0,225
LSTM,chemical,1.0,1.0,1.0,225
LSTM,electric,1.0,1.0,1.0,225
LSTM,impulsive,1.0,1.0,1.0,225
LSTM,macro_avg,1.0,1.0,1.0,900
LSTM,weighted_avg,1.0,1.0,1.0,900
LSTM,t_no_thrust,225.0,0.0,0.0,0
LSTM,t_chemical,0.0,225.0,0.0,0
LSTM,t_electric,0.0,0.0,225.0,0
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,1.0,1.0,1.0,225
Mamba,chemical,1.0,0.9911,0.9955,225
Mamba,electric,1.0,1.0,1.0,225
Mamba,impulsive,0.9912,1.0,0.9956,225
Mamba,macro_avg,0.9978,0.9978,0.9978,900
Mamba,weighted_avg,0.9978,0.9978,0.9978,900
Mamba,t_no_thrust,225.0,0.0,0.0,0
Mamba,t_chemical,0.0,223.0,0.0,2
Mamba,t_electric,0.0,0.0,225.0,0
Mamba,t_impulsive,0.0,0.0,0.0,225
Transformer,no_thrust,1.0,0.9956,0.9978,225
Transformer,chemical,0.9956,1.0,0.9978,225
Transformer,electric,0.9956,0.9956,0.9956,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9978,0.9978,0.9978,900
Transformer,weighted_avg,0.9978,0.9978,0.9978,900
Transformer,t_no_thrust,224.0,0.0,1.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,0.0,1.0,224.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,1.0,1.0,1.0,225
1D-CNN (InceptionTime),chemical,1.0,1.0,1.0,225
1D-CNN (InceptionTime),electric,1.0,1.0,1.0,225
1D-CNN (InceptionTime),impulsive,1.0,1.0,1.0,225
1D-CNN (InceptionTime),macro_avg,1.0,1.0,1.0,900
1D-CNN (InceptionTime),weighted_avg,1.0,1.0,1.0,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
